Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:instance,concept:name,lifecycle:transition,org:group,org:resource,time:timestamp
case-7569,T10 Determine necessity to stop indication,Resource12,2011/06/06 17:49:11.050,Variant 13,13,task-27657,T10 Determine necessity to stop indication,complete,Group 1,Resource12,2011-06-06T17:49:11.050+10:00
case-7569,T02 Check confirmation of receipt,Resource12,2011/06/06 18:28:13.678,Variant 13,13,task-27653,T02 Check confirmation of receipt,complete,Group 4,Resource12,2011-06-06T18:28:13.678+10:00
case-7569,T04 Determine confirmation of receipt,Resource12,2011/06/06 18:28:36.647,Variant 13,13,task-27711,T04 Determine confirmation of receipt,complete,Group 3,Resource12,2011-06-06T18:28:36.647+10:00
case-7569,T05 Print and send confirmation of receipt,Resource12,2011/06/06 18:29:20.577,Variant 13,13,task-27712,T05 Print and send confirmation of receipt,complete,Group 2,Resource12,2011-06-06T18:29:20.577+10:00
case-7953,Confirmation of receipt,Resource13,2011/06/16 18:29:10.512,Variant 42,42,task-28148,Confirmation of receipt,complete,EMPTY,Resource13,2011-06-16T18:29:10.512+10:00
case-7953,T02 Check confirmation of receipt,Resource13,2011/06/16 18:31:00.907,Variant 42,42,task-28748,T02 Check confirmation of receipt,complete,EMPTY,Resource13,2011-06-16T18:31:00.907+10:00
case-7953,T03 Adjust confirmation of receipt,Resource13,2011/06/16 18:32:05.724,Variant 42,42,task-28750,T03 Adjust confirmation of receipt,complete,Group 1,Resource13,2011-06-16T18:32:05.724+10:00
case-7953,T02 Check confirmation of receipt,Resource13,2011/06/16 18:33:38.794,Variant 42,42,task-28751,T02 Check confirmation of receipt,complete,EMPTY,Resource13,2011-06-16T18:33:38.794+10:00
case-7953,T03 Adjust confirmation of receipt,Resource13,2011/06/16 18:38:06.334,Variant 42,42,task-28752,T03 Adjust confirmation of receipt,complete,Group 1,Resource13,2011-06-16T18:38:06.334+10:00
case-7953,T02 Check confirmation of receipt,Resource13,2011/06/16 18:38:26.918,Variant 42,42,task-28754,T02 Check confirmation of receipt,complete,Group 4,Resource13,2011-06-16T18:38:26.918+10:00
case-7953,T03 Adjust confirmation of receipt,Resource13,2011/06/16 18:40:22.888,Variant 42,42,task-28755,T03 Adjust confirmation of receipt,complete,Group 1,Resource13,2011-06-16T18:40:22.888+10:00
case-7953,T02 Check confirmation of receipt,Resource13,2011/06/16 18:40:44.627,Variant 42,42,task-28756,T02 Check confirmation of receipt,complete,Group 4,Resource13,2011-06-16T18:40:44.627+10:00
case-7953,T03 Adjust confirmation of receipt,Resource13,2011/06/16 18:49:05.232,Variant 42,42,task-28757,T03 Adjust confirmation of receipt,complete,Group 1,Resource13,2011-06-16T18:49:05.232+10:00
case-7953,T02 Check confirmation of receipt,Resource13,2011/06/16 18:49:26.714,Variant 42,42,task-28763,T02 Check confirmation of receipt,complete,Group 4,Resource13,2011-06-16T18:49:26.714+10:00
case-7953,T03 Adjust confirmation of receipt,Resource13,2011/06/16 18:50:46.469,Variant 42,42,task-28764,T03 Adjust confirmation of receipt,complete,Group 1,Resource13,2011-06-16T18:50:46.469+10:00
case-7953,T06 Determine necessity of stop advice,Resource13,2011/06/27 21:48:16.435,Variant 42,42,task-28749,T06 Determine necessity of stop advice,complete,Group 1,Resource13,2011-06-27T21:48:16.435+10:00
case-7953,T02 Check confirmation of receipt,Resource13,2011/06/27 21:49:01.590,Variant 42,42,task-28765,T02 Check confirmation of receipt,complete,EMPTY,Resource13,2011-06-27T21:49:01.590+10:00
case-7953,T04 Determine confirmation of receipt,Resource13,2011/06/27 21:49:29.835,Variant 42,42,task-29866,T04 Determine confirmation of receipt,complete,EMPTY,Resource13,2011-06-27T21:49:29.835+10:00
case-7953,T05 Print and send confirmation of receipt,Resource13,2011/06/27 21:49:50.828,Variant 42,42,task-29867,T05 Print and send confirmation of receipt,complete,EMPTY,Resource13,2011-06-27T21:49:50.828+10:00
case-7953,T10 Determine necessity to stop indication,Resource13,2011/06/27 21:50:06.272,Variant 42,42,task-29865,T10 Determine necessity to stop indication,complete,Group 1,Resource13,2011-06-27T21:50:06.272+10:00
case-7961,Confirmation of receipt,Resource13,2011/06/16 18:54:19.134,Variant 4,4,task-28250,Confirmation of receipt,complete,EMPTY,Resource13,2011-06-16T18:54:19.134+10:00
case-7961,T02 Check confirmation of receipt,Resource13,2011/06/16 18:54:53.605,Variant 4,4,task-28767,T02 Check confirmation of receipt,complete,Group 4,Resource13,2011-06-16T18:54:53.605+10:00
case-7961,T03 Adjust confirmation of receipt,Resource13,2011/06/16 18:55:11.383,Variant 4,4,task-28769,T03 Adjust confirmation of receipt,complete,Group 1,Resource13,2011-06-16T18:55:11.383+10:00
case-7961,T02 Check confirmation of receipt,Resource13,2011/06/28 19:42:52.227,Variant 4,4,task-28770,T02 Check confirmation of receipt,complete,EMPTY,Resource13,2011-06-28T19:42:52.227+10:00
case-7961,T04 Determine confirmation of receipt,Resource13,2011/06/28 19:43:19.875,Variant 4,4,task-30058,T04 Determine confirmation of receipt,complete,EMPTY,Resource13,2011-06-28T19:43:19.875+10:00
case-7961,T05 Print and send confirmation of receipt,Resource13,2011/06/28 19:43:46.033,Variant 4,4,task-30059,T05 Print and send confirmation of receipt,complete,EMPTY,Resource13,2011-06-28T19:43:46.033+10:00
case-7961,T06 Determine necessity of stop advice,Resource13,2011/06/28 19:44:08.985,Variant 4,4,task-28768,T06 Determine necessity of stop advice,complete,Group 1,Resource13,2011-06-28T19:44:08.985+10:00
case-7961,T10 Determine necessity to stop indication,Resource13,2011/06/28 19:44:51.464,Variant 4,4,task-30060,T10 Determine necessity to stop indication,complete,Group 1,Resource13,2011-06-28T19:44:51.464+10:00
case-8014,Confirmation of receipt,Resource31,2011/07/04 19:29:01.430,Variant 5,5,task-28465,Confirmation of receipt,complete,Group 1,Resource31,2011-07-04T19:29:01.430+10:00
case-8014,T02 Check confirmation of receipt,Resource31,2011/07/04 19:32:08.699,Variant 5,5,task-30733,T02 Check confirmation of receipt,complete,Group 4,Resource31,2011-07-04T19:32:08.699+10:00
case-8014,T04 Determine confirmation of receipt,Resource31,2011/07/04 19:32:34.009,Variant 5,5,task-30737,T04 Determine confirmation of receipt,complete,Group 3,Resource31,2011-07-04T19:32:34.009+10:00
case-8014,T06 Determine necessity of stop advice,Resource31,2011/07/04 19:33:07.186,Variant 5,5,task-30734,T06 Determine necessity of stop advice,complete,Group 1,Resource31,2011-07-04T19:33:07.186+10:00
case-8014,T05 Print and send confirmation of receipt,Resource31,2011/07/04 19:34:29.418,Variant 5,5,task-30738,T05 Print and send confirmation of receipt,complete,Group 2,Resource31,2011-07-04T19:34:29.418+10:00
case-8014,T10 Determine necessity to stop indication,Resource31,2011/07/04 19:35:19.324,Variant 5,5,task-30740,T10 Determine necessity to stop indication,complete,Group 1,Resource31,2011-07-04T19:35:19.324+10:00
case-8068,Confirmation of receipt,Resource14,2011/07/05 16:44:33.356,Variant 1,1,task-28647,Confirmation of receipt,complete,Group 1,Resource14,2011-07-05T16:44:33.356+10:00
case-8068,T06 Determine necessity of stop advice,Resource14,2011/07/05 16:45:08.567,Variant 1,1,task-30887,T06 Determine necessity of stop advice,complete,Group 1,Resource14,2011-07-05T16:45:08.567+10:00
case-8068,T02 Check confirmation of receipt,Resource14,2011/07/05 16:48:01.826,Variant 1,1,task-30886,T02 Check confirmation of receipt,complete,Group 4,Resource14,2011-07-05T16:48:01.826+10:00
case-8068,T04 Determine confirmation of receipt,Resource14,2011/07/05 16:48:20.709,Variant 1,1,task-30889,T04 Determine confirmation of receipt,complete,Group 3,Resource14,2011-07-05T16:48:20.709+10:00
case-8068,T05 Print and send confirmation of receipt,Resource14,2011/07/05 16:48:54.412,Variant 1,1,task-30891,T05 Print and send confirmation of receipt,complete,Group 2,Resource14,2011-07-05T16:48:54.412+10:00
case-8068,T10 Determine necessity to stop indication,Resource14,2011/07/15 22:03:46.734,Variant 1,1,task-31957,T10 Determine necessity to stop indication,complete,Group 1,Resource14,2011-07-15T22:03:46.734+10:00
case-8079,Confirmation of receipt,Resource26,2011/06/15 21:42:34.168,Variant 7,7,task-28666,Confirmation of receipt,complete,Group 1,Resource26,2011-06-15T21:42:34.168+10:00
case-8079,T02 Check confirmation of receipt,Resource26,2011/06/16 05:01:15.678,Variant 7,7,task-28711,T02 Check confirmation of receipt,complete,Group 4,Resource26,2011-06-16T05:01:15.678+10:00
case-8079,T03 Adjust confirmation of receipt,Resource26,2011/06/16 05:01:53.785,Variant 7,7,task-28731,T03 Adjust confirmation of receipt,complete,Group 1,Resource26,2011-06-16T05:01:53.785+10:00
case-8079,T02 Check confirmation of receipt,Resource10,2011/06/16 21:01:54.592,Variant 7,7,task-28732,T02 Check confirmation of receipt,complete,Group 4,Resource10,2011-06-16T21:01:54.592+10:00
case-8092,Confirmation of receipt,Resource13,2011/06/22 21:47:16.381,Variant 3,3,task-28686,Confirmation of receipt,complete,EMPTY,Resource13,2011-06-22T21:47:16.381+10:00
case-8092,T06 Determine necessity of stop advice,Resource13,2011/06/22 21:51:58.810,Variant 3,3,task-29523,T06 Determine necessity of stop advice,complete,Group 1,Resource13,2011-06-22T21:51:58.810+10:00
case-8092,T02 Check confirmation of receipt,Resource13,2011/06/22 21:52:31.680,Variant 3,3,task-29522,T02 Check confirmation of receipt,complete,EMPTY,Resource13,2011-06-22T21:52:31.680+10:00
case-8092,T10 Determine necessity to stop indication,Resource13,2011/06/22 21:52:50.457,Variant 3,3,task-29524,T10 Determine necessity to stop indication,complete,Group 1,Resource13,2011-06-22T21:52:50.457+10:00
case-8092,T04 Determine confirmation of receipt,Resource13,2011/06/22 21:53:38.453,Variant 3,3,task-29525,T04 Determine confirmation of receipt,complete,EMPTY,Resource13,2011-06-22T21:53:38.453+10:00
case-8092,T05 Print and send confirmation of receipt,Resource13,2011/06/22 21:54:35.854,Variant 3,3,task-29528,T05 Print and send confirmation of receipt,complete,Group 2,Resource13,2011-06-22T21:54:35.854+10:00
case-8102,Confirmation of receipt,Resource13,2011/06/27 21:30:22.026,Variant 5,5,task-28717,Confirmation of receipt,complete,EMPTY,Resource13,2011-06-27T21:30:22.026+10:00
case-8102,T02 Check confirmation of receipt,Resource13,2011/06/27 21:31:56.502,Variant 5,5,task-29835,T02 Check confirmation of receipt,complete,EMPTY,Resource13,2011-06-27T21:31:56.502+10:00
case-8102,T04 Determine confirmation of receipt,Resource13,2011/06/27 21:32:28.618,Variant 5,5,task-29837,T04 Determine confirmation of receipt,complete,EMPTY,Resource13,2011-06-27T21:32:28.618+10:00
case-8102,T06 Determine necessity of stop advice,Resource13,2011/06/27 21:32:52.784,Variant 5,5,task-29836,T06 Determine necessity of stop advice,complete,Group 1,Resource13,2011-06-27T21:32:52.784+10:00
case-8102,T05 Print and send confirmation of receipt,Resource13,2011/06/27 21:33:22.251,Variant 5,5,task-29838,T05 Print and send confirmation of receipt,complete,EMPTY,Resource13,2011-06-27T21:33:22.251+10:00
case-8102,T10 Determine necessity to stop indication,Resource13,2011/06/27 21:33:45.679,Variant 5,5,task-29839,T10 Determine necessity to stop indication,complete,Group 1,Resource13,2011-06-27T21:33:45.679+10:00
case-8179,Confirmation of receipt,Resource13,2011/06/29 18:07:01.086,Variant 1,1,task-29084,Confirmation of receipt,complete,EMPTY,Resource13,2011-06-29T18:07:01.086+10:00
case-8179,T06 Determine necessity of stop advice,Resource13,2011/06/29 18:09:09.227,Variant 1,1,task-30205,T06 Determine necessity of stop advice,complete,Group 1,Resource13,2011-06-29T18:09:09.227+10:00
case-8179,T02 Check confirmation of receipt,Resource13,2011/06/29 18:10:54.648,Variant 1,1,task-30204,T02 Check confirmation of receipt,complete,EMPTY,Resource13,2011-06-29T18:10:54.648+10:00
case-8179,T04 Determine confirmation of receipt,Resource13,2011/06/29 18:11:22.480,Variant 1,1,task-30207,T04 Determine confirmation of receipt,complete,EMPTY,Resource13,2011-06-29T18:11:22.480+10:00
case-8179,T05 Print and send confirmation of receipt,Resource13,2011/06/29 18:11:47.742,Variant 1,1,task-30208,T05 Print and send confirmation of receipt,complete,EMPTY,Resource13,2011-06-29T18:11:47.742+10:00
case-8179,T10 Determine necessity to stop indication,Resource13,2011/06/29 18:19:31.809,Variant 1,1,task-30206,T10 Determine necessity to stop indication,complete,Group 1,Resource13,2011-06-29T18:19:31.809+10:00
case-8441,Confirmation of receipt,Resource27,2011/07/07 21:35:43.950,Variant 10,10,task-31314,Confirmation of receipt,complete,Group 1,Resource27,2011-07-07T21:35:43.950+10:00
case-8441,T06 Determine necessity of stop advice,admin2,2011/07/15 21:45:49.995,Variant 10,10,task-31316,T06 Determine necessity of stop advice,complete,Group 1,admin2,2011-07-15T21:45:49.995+10:00
case-8441,T02 Check confirmation of receipt,admin2,2011/07/15 21:45:50.767,Variant 10,10,task-31315,T02 Check confirmation of receipt,complete,EMPTY,admin2,2011-07-15T21:45:50.767+10:00
case-891,Confirmation of receipt,Resource26,2010/10/02 17:20:39.266,Variant 43,43,task-4,Confirmation of receipt,complete,Group 1,Resource26,2010-10-02T17:20:39.266+10:00
case-891,T02 Check confirmation of receipt,Resource26,2010/10/02 17:21:26.588,Variant 43,43,task-5,T02 Check confirmation of receipt,complete,Group 4,Resource26,2010-10-02T17:21:26.588+10:00
case-891,T03 Adjust confirmation of receipt,Resource26,2010/10/02 17:31:12.836,Variant 43,43,task-7,T03 Adjust confirmation of receipt,complete,Group 1,Resource26,2010-10-02T17:31:12.836+10:00
case-891,T02 Check confirmation of receipt,Resource26,2010/10/02 17:31:40.160,Variant 43,43,task-8,T02 Check confirmation of receipt,complete,Group 4,Resource26,2010-10-02T17:31:40.160+10:00
case-891,T03 Adjust confirmation of receipt,Resource26,2010/10/02 17:32:01.401,Variant 43,43,task-9,T03 Adjust confirmation of receipt,complete,Group 1,Resource26,2010-10-02T17:32:01.401+10:00
case-891,T02 Check confirmation of receipt,Resource21,2010/11/09 23:13:52.563,Variant 43,43,task-10,T02 Check confirmation of receipt,complete,Group 4,Resource21,2010-11-09T23:13:52.563+10:00
case-891,T04 Determine confirmation of receipt,Resource21,2010/11/09 23:14:10.016,Variant 43,43,task-1275,T04 Determine confirmation of receipt,complete,Group 3,Resource21,2010-11-09T23:14:10.016+10:00
case-891,T05 Print and send confirmation of receipt,Resource21,2010/11/09 23:14:22.628,Variant 43,43,task-1276,T05 Print and send confirmation of receipt,complete,Group 2,Resource21,2010-11-09T23:14:22.628+10:00
case-891,T06 Determine necessity of stop advice,Resource21,2010/11/09 23:14:37.300,Variant 43,43,task-6,T06 Determine necessity of stop advice,complete,Group 1,Resource21,2010-11-09T23:14:37.300+10:00
case-891,T07-1 Draft intern advice aspect 1,Resource21,2010/11/09 23:17:36.097,Variant 43,43,task-1277,T07-1 Draft intern advice aspect 1,complete,Group 13,Resource21,2010-11-09T23:17:36.097+10:00
case-891,T06 Determine necessity of stop advice,Resource26,2010/11/10 16:52:33.800,Variant 43,43,task-1278,T06 Determine necessity of stop advice,complete,Group 1,Resource26,2010-11-10T16:52:33.800+10:00
case-891,T07-1 Draft intern advice aspect 1,Resource26,2010/11/10 16:52:51.041,Variant 43,43,task-1335,T07-1 Draft intern advice aspect 1,complete,Group 13,Resource26,2010-11-10T16:52:51.041+10:00
case-891,T06 Determine necessity of stop advice,Resource26,2010/11/10 16:53:08.065,Variant 43,43,task-1336,T06 Determine necessity of stop advice,complete,Group 1,Resource26,2010-11-10T16:53:08.065+10:00
case-891,T10 Determine necessity to stop indication,admin1,2010/11/10 18:38:45.959,Variant 43,43,task-1337,T10 Determine necessity to stop indication,complete,Group 1,admin1,2010-11-10T18:38:45.959+10:00
case-891,T11 Create document X request unlicensed,admin1,2010/11/10 18:38:57.202,Variant 43,43,task-1338,T11 Create document X request unlicensed,complete,Group 1,admin1,2010-11-10T18:38:57.202+10:00
case-891,T12 Check document X request unlicensed,admin1,2010/11/10 18:39:07.674,Variant 43,43,task-1339,T12 Check document X request unlicensed,complete,Group 4,admin1,2010-11-10T18:39:07.674+10:00
case-891,T14 Determine document X request unlicensed,admin1,2010/11/10 18:39:21.494,Variant 43,43,task-1340,T14 Determine document X request unlicensed,complete,Group 3,admin1,2010-11-10T18:39:21.494+10:00
case-891,T15 Print document X request unlicensed,Resource26,2010/11/12 22:40:44.291,Variant 43,43,task-1341,T15 Print document X request unlicensed,complete,Group 2,Resource26,2010-11-12T22:40:44.291+10:00
case-9203,Confirmation of receipt,Resource11,2011/08/31 21:23:06.586,Variant 44,44,task-37043,Confirmation of receipt,complete,EMPTY,Resource11,2011-08-31T21:23:06.586+10:00
case-9203,T02 Check confirmation of receipt,Resource11,2011/08/31 21:23:32.332,Variant 44,44,task-37679,T02 Check confirmation of receipt,complete,Group 4,Resource11,2011-08-31T21:23:32.332+10:00
case-9203,T03 Adjust confirmation of receipt,Resource11,2011/08/31 21:23:54.958,Variant 44,44,task-37681,T03 Adjust confirmation of receipt,complete,Group 1,Resource11,2011-08-31T21:23:54.958+10:00
case-9203,T02 Check confirmation of receipt,Resource11,2011/08/31 21:24:26.662,Variant 44,44,task-37682,T02 Check confirmation of receipt,complete,Group 4,Resource11,2011-08-31T21:24:26.662+10:00
case-9203,T03 Adjust confirmation of receipt,Resource11,2011/08/31 21:26:26.682,Variant 44,44,task-37683,T03 Adjust confirmation of receipt,complete,Group 1,Resource11,2011-08-31T21:26:26.682+10:00
case-9203,T02 Check confirmation of receipt,Resource11,2011/08/31 21:26:57.195,Variant 44,44,task-37685,T02 Check confirmation of receipt,complete,Group 4,Resource11,2011-08-31T21:26:57.195+10:00
case-9203,T04 Determine confirmation of receipt,Resource11,2011/08/31 21:27:20.538,Variant 44,44,task-37686,T04 Determine confirmation of receipt,complete,Group 3,Resource11,2011-08-31T21:27:20.538+10:00
case-9203,T05 Print and send confirmation of receipt,Resource11,2011/08/31 21:27:38.655,Variant 44,44,task-37687,T05 Print and send confirmation of receipt,complete,Group 2,Resource11,2011-08-31T21:27:38.655+10:00
case-9203,T06 Determine necessity of stop advice,Resource11,2011/08/31 21:28:27.190,Variant 44,44,task-37680,T06 Determine necessity of stop advice,complete,Group 1,Resource11,2011-08-31T21:28:27.190+10:00
case-9203,T10 Determine necessity to stop indication,Resource11,2011/08/31 21:29:58.415,Variant 44,44,task-37688,T10 Determine necessity to stop indication,complete,Group 1,Resource11,2011-08-31T21:29:58.415+10:00
case-9207,Confirmation of receipt,Resource12,2011/09/26 16:48:32.489,Variant 45,45,task-37048,Confirmation of receipt,complete,EMPTY,Resource12,2011-09-26T16:48:32.489+10:00
case-9207,T02 Check confirmation of receipt,Resource12,2011/09/26 18:37:45.672,Variant 45,45,task-40248,T02 Check confirmation of receipt,complete,EMPTY,Resource12,2011-09-26T18:37:45.672+10:00
case-9207,T06 Determine necessity of stop advice,Resource12,2011/09/26 18:40:40.917,Variant 45,45,task-40249,T06 Determine necessity of stop advice,complete,Group 1,Resource12,2011-09-26T18:40:40.917+10:00
case-9207,T04 Determine confirmation of receipt,Resource12,2011/09/26 18:41:14.676,Variant 45,45,task-40315,T04 Determine confirmation of receipt,complete,Group 3,Resource12,2011-09-26T18:41:14.676+10:00
case-9207,T05 Print and send confirmation of receipt,Resource12,2011/09/26 18:54:42.925,Variant 45,45,task-40326,T05 Print and send confirmation of receipt,complete,Group 2,Resource12,2011-09-26T18:54:42.925+10:00
case-9207,T10 Determine necessity to stop indication,Resource12,2011/09/26 18:55:10.832,Variant 45,45,task-40323,T10 Determine necessity to stop indication,complete,Group 1,Resource12,2011-09-26T18:55:10.832+10:00
case-9212,Confirmation of receipt,Resource11,2011/09/01 15:24:31.792,Variant 1,1,task-37060,Confirmation of receipt,complete,EMPTY,Resource11,2011-09-01T15:24:31.792+10:00
case-9212,T06 Determine necessity of stop advice,Resource11,2011/09/01 15:25:34.985,Variant 1,1,task-37746,T06 Determine necessity of stop advice,complete,Group 1,Resource11,2011-09-01T15:25:34.985+10:00
case-9212,T02 Check confirmation of receipt,Resource11,2011/09/01 15:26:02.339,Variant 1,1,task-37745,T02 Check confirmation of receipt,complete,Group 4,Resource11,2011-09-01T15:26:02.339+10:00
case-9212,T04 Determine confirmation of receipt,Resource11,2011/09/01 15:26:28.713,Variant 1,1,task-37748,T04 Determine confirmation of receipt,complete,Group 3,Resource11,2011-09-01T15:26:28.713+10:00
case-9212,T05 Print and send confirmation of receipt,Resource11,2011/09/01 15:26:54.380,Variant 1,1,task-37749,T05 Print and send confirmation of receipt,complete,Group 2,Resource11,2011-09-01T15:26:54.380+10:00
case-9212,T10 Determine necessity to stop indication,Resource11,2011/09/01 15:30:34.586,Variant 1,1,task-37747,T10 Determine necessity to stop indication,complete,Group 1,Resource11,2011-09-01T15:30:34.586+10:00
case-9294,Confirmation of receipt,Resource13,2011/09/16 19:22:01.912,Variant 5,5,task-37481,Confirmation of receipt,complete,EMPTY,Resource13,2011-09-16T19:22:01.912+10:00
case-9294,T02 Check confirmation of receipt,Resource13,2011/09/16 19:23:27.590,Variant 5,5,task-39220,T02 Check confirmation of receipt,complete,EMPTY,Resource13,2011-09-16T19:23:27.590+10:00
case-9294,T04 Determine confirmation of receipt,Resource13,2011/09/16 19:28:07.415,Variant 5,5,task-39226,T04 Determine confirmation of receipt,complete,EMPTY,Resource13,2011-09-16T19:28:07.415+10:00
case-9294,T06 Determine necessity of stop advice,Resource13,2011/09/16 19:30:04.519,Variant 5,5,task-39222,T06 Determine necessity of stop advice,complete,Group 1,Resource13,2011-09-16T19:30:04.519+10:00
case-9294,T05 Print and send confirmation of receipt,Resource13,2011/09/16 19:33:57.383,Variant 5,5,task-39234,T05 Print and send confirmation of receipt,complete,EMPTY,Resource13,2011-09-16T19:33:57.383+10:00
case-9294,T10 Determine necessity to stop indication,Resource13,2011/09/16 19:35:59.052,Variant 5,5,task-39236,T10 Determine necessity to stop indication,complete,Group 1,Resource13,2011-09-16T19:35:59.052+10:00
case-9804,Confirmation of receipt,Resource11,2011/10/04 16:24:58.199,Variant 1,1,task-40738,Confirmation of receipt,complete,EMPTY,Resource11,2011-10-04T16:24:58.199+10:00
case-9804,T06 Determine necessity of stop advice,Resource11,2011/10/05 15:48:09.663,Variant 1,1,task-41330,T06 Determine necessity of stop advice,complete,Group 1,Resource11,2011-10-05T15:48:09.663+10:00
case-9804,T02 Check confirmation of receipt,Resource11,2011/10/05 15:49:01.184,Variant 1,1,task-41329,T02 Check confirmation of receipt,complete,EMPTY,Resource11,2011-10-05T15:49:01.184+10:00
case-9804,T04 Determine confirmation of receipt,Resource11,2011/10/05 15:51:06.795,Variant 1,1,task-41620,T04 Determine confirmation of receipt,complete,EMPTY,Resource11,2011-10-05T15:51:06.795+10:00
case-9804,T05 Print and send confirmation of receipt,Resource11,2011/10/05 15:52:16.526,Variant 1,1,task-41621,T05 Print and send confirmation of receipt,complete,EMPTY,Resource11,2011-10-05T15:52:16.526+10:00
case-9804,T10 Determine necessity to stop indication,Resource11,2011/10/05 15:52:52.344,Variant 1,1,task-41619,T10 Determine necessity to stop indication,complete,Group 1,Resource11,2011-10-05T15:52:52.344+10:00
case-9885,Confirmation of receipt,Resource13,2011/10/07 20:35:08.589,Variant 1,1,task-41362,Confirmation of receipt,complete,EMPTY,Resource13,2011-10-07T20:35:08.589+10:00
case-9885,T06 Determine necessity of stop advice,Resource13,2011/10/07 20:35:30.666,Variant 1,1,task-42187,T06 Determine necessity of stop advice,complete,Group 1,Resource13,2011-10-07T20:35:30.666+10:00
case-9885,T02 Check confirmation of receipt,Resource13,2011/10/07 20:36:19.161,Variant 1,1,task-42186,T02 Check confirmation of receipt,complete,EMPTY,Resource13,2011-10-07T20:36:19.161+10:00
case-9885,T04 Determine confirmation of receipt,Resource13,2011/10/07 20:37:13.471,Variant 1,1,task-42189,T04 Determine confirmation of receipt,complete,EMPTY,Resource13,2011-10-07T20:37:13.471+10:00
case-9885,T05 Print and send confirmation of receipt,Resource13,2011/10/07 20:37:42.893,Variant 1,1,task-42190,T05 Print and send confirmation of receipt,complete,EMPTY,Resource13,2011-10-07T20:37:42.893+10:00
case-9885,T10 Determine necessity to stop indication,Resource13,2011/10/07 20:37:59.264,Variant 1,1,task-42188,T10 Determine necessity to stop indication,complete,Group 1,Resource13,2011-10-07T20:37:59.264+10:00
case-9967,Confirmation of receipt,Resource16,2011/10/11 16:34:50.571,Variant 1,1,task-42292,Confirmation of receipt,complete,EMPTY,Resource16,2011-10-11T16:34:50.571+10:00
case-9967,T06 Determine necessity of stop advice,Resource16,2011/10/11 16:35:13.280,Variant 1,1,task-42682,T06 Determine necessity of stop advice,complete,Group 1,Resource16,2011-10-11T16:35:13.280+10:00
case-9967,T02 Check confirmation of receipt,Resource16,2011/10/11 16:35:37.693,Variant 1,1,task-42681,T02 Check confirmation of receipt,complete,Group 4,Resource16,2011-10-11T16:35:37.693+10:00
case-9967,T04 Determine confirmation of receipt,Resource16,2011/10/11 16:35:58.321,Variant 1,1,task-42684,T04 Determine confirmation of receipt,complete,Group 3,Resource16,2011-10-11T16:35:58.321+10:00
case-9967,T05 Print and send confirmation of receipt,Resource16,2011/10/11 16:36:15.505,Variant 1,1,task-42685,T05 Print and send confirmation of receipt,complete,Group 2,Resource16,2011-10-11T16:36:15.505+10:00
case-9967,T10 Determine necessity to stop indication,Resource16,2011/10/11 16:36:42.866,Variant 1,1,task-42683,T10 Determine necessity to stop indication,complete,Group 1,Resource16,2011-10-11T16:36:42.866+10:00
