Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,(case) channel,(case) department,(case) group,(case) responsible,concept:instance,concept:name,lifecycle:transition,org:group
case-10127,T10 Determine necessity to stop indication-complete,Resource06,2011/10/27 14:40:03.485,Variant 1,1,Internet,General,Group 5,Resource06,task-44814,T10 Determine necessity to stop indication,complete,Group 1
case-10134,T02 Check confirmation of receipt-complete,Resource03,2011/10/26 21:04:43.045,Variant 1,1,Internet,General,Group 8,Resource11,task-44711,T02 Check confirmation of receipt,complete,Group 4
case-10134,T04 Determine confirmation of receipt-complete,Resource03,2011/10/26 21:05:00.324,Variant 1,1,Internet,General,Group 8,Resource11,task-44713,T04 Determine confirmation of receipt,complete,Group 3
case-10134,T05 Print and send confirmation of receipt-complete,Resource03,2011/10/26 21:05:19.716,Variant 1,1,Internet,General,Group 8,Resource11,task-44714,T05 Print and send confirmation of receipt,complete,Group 2
case-10134,T06 Determine necessity of stop advice-complete,Resource03,2011/10/26 21:05:34.867,Variant 1,1,Internet,General,Group 8,Resource11,task-44712,T06 Determine necessity of stop advice,complete,Group 1
case-10134,T10 Determine necessity to stop indication-complete,Resource03,2011/10/26 21:05:59.098,Variant 1,1,Internet,General,Group 8,Resource11,task-44715,T10 Determine necessity to stop indication,complete,Group 1
case-10136,T06 Determine necessity of stop advice-complete,Resource03,2011/10/26 21:41:05.144,Variant 13,13,Internet,General,Group 8,Resource11,task-44738,T06 Determine necessity of stop advice,complete,Group 1
case-10136,T02 Check confirmation of receipt-complete,Resource03,2011/10/26 21:41:23.359,Variant 13,13,Internet,General,Group 8,Resource11,task-44737,T02 Check confirmation of receipt,complete,Group 4
case-10136,T04 Determine confirmation of receipt-complete,Resource03,2011/10/26 21:41:39.797,Variant 13,13,Internet,General,Group 8,Resource11,task-44740,T04 Determine confirmation of receipt,complete,Group 3
case-10136,T05 Print and send confirmation of receipt-complete,Resource03,2011/10/26 21:41:56.091,Variant 13,13,Internet,General,Group 8,Resource11,task-44741,T05 Print and send confirmation of receipt,complete,Group 2
case-10136,T10 Determine necessity to stop indication-complete,Resource03,2011/10/26 21:42:22.465,Variant 13,13,Internet,General,Group 8,Resource11,task-44739,T10 Determine necessity to stop indication,complete,Group 1
case-10138,T02 Check confirmation of receipt-complete,Resource12,2011/12/08 21:53:26.952,Variant 10,10,Internet,General,Group 5,Resource12,task-49490,T02 Check confirmation of receipt,complete,Group 4
case-10138,T04 Determine confirmation of receipt-complete,Resource12,2011/12/08 21:53:55.363,Variant 10,10,Internet,General,Group 5,Resource12,task-49494,T04 Determine confirmation of receipt,complete,Group 3
case-10138,T06 Determine necessity of stop advice-complete,Resource12,2011/12/08 21:55:00.037,Variant 10,10,Internet,General,Group 5,Resource12,task-49491,T06 Determine necessity of stop advice,complete,Group 1
case-10138,T10 Determine necessity to stop indication-complete,Resource12,2011/12/08 21:55:37.151,Variant 10,10,Internet,General,Group 5,Resource12,task-49496,T10 Determine necessity to stop indication,complete,Group 1
case-10138,T05 Print and send confirmation of receipt-complete,admin1,2011/12/14 20:36:32.274,Variant 10,10,Internet,General,Group 5,Resource12,task-49495,T05 Print and send confirmation of receipt,complete,Group 2
case-10139,Confirmation of receipt-complete,admin2,2011/10/21 16:07:16.084,Variant 9,9,Internet,Customer contact,,admin3,task-44093,Confirmation of receipt,complete,Group 1
case-10146,T02 Check confirmation of receipt-complete,Resource03,2011/11/07 22:25:45.882,Variant 26,26,Internet,General,Group 2,Resource03,task-45622,T02 Check confirmation of receipt,complete,Group 4
case-10146,T05 Print and send confirmation of receipt-complete,Resource03,2011/11/16 19:06:16.314,Variant 26,26,Internet,General,Group 2,Resource03,task-46832,T05 Print and send confirmation of receipt,complete,Group 2
case-10146,T06 Determine necessity of stop advice-complete,Resource03,2011/11/16 19:06:32.021,Variant 26,26,Internet,General,Group 2,Resource03,task-45623,T06 Determine necessity of stop advice,complete,Group 1
case-10146,T10 Determine necessity to stop indication-complete,Resource03,2011/11/16 19:07:02.208,Variant 26,26,Internet,General,Group 2,Resource03,task-46833,T10 Determine necessity to stop indication,complete,Group 1
case-10147,T02 Check confirmation of receipt-complete,Resource03,2011/10/26 22:10:03.859,Variant 1,1,Internet,General,Group 8,Resource11,task-44759,T02 Check confirmation of receipt,complete,Group 4
case-10147,T04 Determine confirmation of receipt-complete,Resource03,2011/10/26 22:10:19.743,Variant 1,1,Internet,General,Group 8,Resource11,task-44761,T04 Determine confirmation of receipt,complete,Group 3
case-10147,T05 Print and send confirmation of receipt-complete,Resource03,2011/10/26 22:10:44.250,Variant 1,1,Internet,General,Group 8,Resource11,task-44762,T05 Print and send confirmation of receipt,complete,Group 2
case-10147,T06 Determine necessity of stop advice-complete,Resource03,2011/10/26 22:10:58.544,Variant 1,1,Internet,General,Group 8,Resource11,task-44760,T06 Determine necessity of stop advice,complete,Group 1
case-10147,T10 Determine necessity to stop indication-complete,Resource03,2011/10/26 22:11:19.812,Variant 1,1,Internet,General,Group 8,Resource11,task-44763,T10 Determine necessity to stop indication,complete,Group 1
case-10159,T02 Check confirmation of receipt-complete,Resource03,2011/11/10 18:01:15.080,Variant 1,1,Internet,General,Group 8,Resource11,task-46200,T02 Check confirmation of receipt,complete,Group 4
case-10159,T04 Determine confirmation of receipt-complete,Resource03,2011/11/10 18:02:07.499,Variant 1,1,Internet,General,Group 8,Resource11,task-46202,T04 Determine confirmation of receipt,complete,Group 3
case-10159,T05 Print and send confirmation of receipt-complete,Resource03,2011/11/10 18:02:24.015,Variant 1,1,Internet,General,Group 8,Resource11,task-46203,T05 Print and send confirmation of receipt,complete,Group 2
case-10159,T06 Determine necessity of stop advice-complete,Resource03,2011/11/10 18:02:41.340,Variant 1,1,Internet,General,Group 8,Resource11,task-46201,T06 Determine necessity of stop advice,complete,Group 1
case-10159,T10 Determine necessity to stop indication-complete,Resource03,2011/11/10 18:03:55.840,Variant 1,1,Internet,General,Group 8,Resource11,task-46204,T10 Determine necessity to stop indication,complete,Group 1
case-10160,T02 Check confirmation of receipt-complete,Resource02,2011/10/25 21:21:08.384,Variant 24,24,Internet,General,Group 5,Resource02,task-44532,T02 Check confirmation of receipt,complete,Group 4
case-10160,T04 Determine confirmation of receipt-complete,Resource02,2011/10/25 21:21:33.582,Variant 24,24,Internet,General,Group 5,Resource02,task-44534,T04 Determine confirmation of receipt,complete,Group 3
case-10160,T05 Print and send confirmation of receipt-complete,Resource02,2011/10/25 21:22:26.004,Variant 24,24,Internet,General,Group 5,Resource02,task-44535,T05 Print and send confirmation of receipt,complete,Group 2
case-10160,T06 Determine necessity of stop advice-complete,Resource02,2011/10/25 21:24:25.818,Variant 24,24,Internet,General,Group 5,Resource02,task-44533,T06 Determine necessity of stop advice,complete,Group 1
case-10163,Confirmation of receipt-complete,admin2,2011/10/27 16:17:24.156,Variant 9,9,Internet,Customer contact,,admin3,task-44838,Confirmation of receipt,complete,Group 1
case-10164,Confirmation of receipt-complete,Resource01,2011/10/27 17:02:53.821,Variant 34,34,Internet,General,Group 8,Resource01,task-44845,Confirmation of receipt,complete,Group 1
case-10164,T06 Determine necessity of stop advice-complete,admin2,2011/11/18 23:02:51.452,Variant 34,34,Internet,General,Group 8,Resource01,task-44862,T06 Determine necessity of stop advice,complete,Group 1
case-10183,T02 Check confirmation of receipt-complete,Resource09,2011/12/09 21:16:39.383,Variant 10,10,Internet,General,Group 5,Resource09,task-49575,T02 Check confirmation of receipt,complete,Group 4
case-10183,T04 Determine confirmation of receipt-complete,Resource09,2011/12/09 21:17:02.175,Variant 10,10,Internet,General,Group 5,Resource09,task-49577,T04 Determine confirmation of receipt,complete,Group 3
case-10183,T06 Determine necessity of stop advice-complete,Resource09,2011/12/09 21:17:35.863,Variant 10,10,Internet,General,Group 5,Resource09,task-49576,T06 Determine necessity of stop advice,complete,Group 1
case-10183,T10 Determine necessity to stop indication-complete,Resource09,2011/12/09 21:24:28.994,Variant 10,10,Internet,General,Group 5,Resource09,task-49579,T10 Determine necessity to stop indication,complete,Group 1
case-10183,T05 Print and send confirmation of receipt-complete,Resource09,2011/12/09 21:30:04.403,Variant 10,10,Internet,General,Group 5,Resource09,task-49578,T05 Print and send confirmation of receipt,complete,Group 2
case-10196,T02 Check confirmation of receipt-complete,Resource23,2011/11/07 15:59:27.936,Variant 1,1,Internet,General,Group 5,Resource23,task-45499,T02 Check confirmation of receipt,complete,Group 4
case-10196,T04 Determine confirmation of receipt-complete,Resource23,2011/11/07 15:59:55.396,Variant 1,1,Internet,General,Group 5,Resource23,task-45501,T04 Determine confirmation of receipt,complete,Group 3
case-10196,T05 Print and send confirmation of receipt-complete,Resource23,2011/11/07 16:00:26.195,Variant 1,1,Internet,General,Group 5,Resource23,task-45502,T05 Print and send confirmation of receipt,complete,Group 2
case-10196,T06 Determine necessity of stop advice-complete,Resource23,2011/11/07 16:03:53.415,Variant 1,1,Internet,General,Group 5,Resource23,task-45500,T06 Determine necessity of stop advice,complete,Group 1
case-10196,T10 Determine necessity to stop indication-complete,Resource23,2011/11/07 16:04:19.919,Variant 1,1,Internet,General,Group 5,Resource23,task-45503,T10 Determine necessity to stop indication,complete,Group 1
case-10198,T06 Determine necessity of stop advice-complete,Resource03,2011/11/07 22:42:00.650,Variant 13,13,Internet,General,Group 8,Resource11,task-45627,T06 Determine necessity of stop advice,complete,Group 1
case-10198,T02 Check confirmation of receipt-complete,Resource03,2011/11/07 22:42:25.734,Variant 13,13,Internet,General,Group 8,Resource11,task-45626,T02 Check confirmation of receipt,complete,Group 4
case-10198,T04 Determine confirmation of receipt-complete,Resource03,2011/11/07 22:42:53.160,Variant 13,13,Internet,General,Group 8,Resource11,task-45631,T04 Determine confirmation of receipt,complete,Group 3
case-10198,T05 Print and send confirmation of receipt-complete,Resource03,2011/11/07 22:43:09.610,Variant 13,13,Internet,General,Group 8,Resource11,task-45632,T05 Print and send confirmation of receipt,complete,Group 2
case-10198,T10 Determine necessity to stop indication-complete,Resource03,2011/11/07 22:43:33.300,Variant 13,13,Internet,General,Group 8,Resource11,task-45630,T10 Determine necessity to stop indication,complete,Group 1
case-10199,T06 Determine necessity of stop advice-complete,Resource13,2011/10/31 19:30:58.868,Variant 4,4,Desk,General,Group 5,Resource13,task-45153,T06 Determine necessity of stop advice,complete,Group 1
case-10199,T10 Determine necessity to stop indication-complete,Resource13,2011/10/31 19:31:26.913,Variant 4,4,Desk,General,Group 5,Resource13,task-45159,T10 Determine necessity to stop indication,complete,Group 1
case-10202,T02 Check confirmation of receipt-complete,Resource23,2011/11/11 18:27:13.213,Variant 20,20,Desk,General,Group 5,Resource23,task-46355,T02 Check confirmation of receipt,complete,Group 4
case-10202,T04 Determine confirmation of receipt-complete,Resource23,2011/11/11 18:27:35.312,Variant 20,20,Desk,General,Group 5,Resource23,task-46357,T04 Determine confirmation of receipt,complete,Group 3
case-10202,T06 Determine necessity of stop advice-complete,Resource23,2011/11/11 18:28:54.141,Variant 20,20,Desk,General,Group 5,Resource23,task-46356,T06 Determine necessity of stop advice,complete,Group 1
case-10202,T10 Determine necessity to stop indication-complete,Resource23,2011/11/11 18:29:22.728,Variant 20,20,Desk,General,Group 5,Resource23,task-46360,T10 Determine necessity to stop indication,complete,Group 1
case-10211,T02 Check confirmation of receipt-complete,Resource03,2011/11/07 23:10:46.884,Variant 1,1,Internet,General,Group 8,Resource11,task-45661,T02 Check confirmation of receipt,complete,Group 4
case-10211,T04 Determine confirmation of receipt-complete,Resource03,2011/11/07 23:11:03.116,Variant 1,1,Internet,General,Group 8,Resource11,task-45663,T04 Determine confirmation of receipt,complete,Group 3
case-10211,T05 Print and send confirmation of receipt-complete,Resource03,2011/11/07 23:11:17.467,Variant 1,1,Internet,General,Group 8,Resource11,task-45664,T05 Print and send confirmation of receipt,complete,Group 2
case-10211,T06 Determine necessity of stop advice-complete,Resource03,2011/11/07 23:11:33.028,Variant 1,1,Internet,General,Group 8,Resource11,task-45662,T06 Determine necessity of stop advice,complete,Group 1
case-10211,T10 Determine necessity to stop indication-complete,Resource03,2011/11/07 23:11:56.020,Variant 1,1,Internet,General,Group 8,Resource11,task-45665,T10 Determine necessity to stop indication,complete,Group 1
case-10218,T02 Check confirmation of receipt-complete,Resource03,2011/11/07 23:39:57.124,Variant 1,1,Internet,General,Group 8,Resource11,task-45681,T02 Check confirmation of receipt,complete,Group 4
case-10218,T04 Determine confirmation of receipt-complete,Resource03,2011/11/07 23:40:14.204,Variant 1,1,Internet,General,Group 8,Resource11,task-45683,T04 Determine confirmation of receipt,complete,Group 3
case-10218,T05 Print and send confirmation of receipt-complete,Resource03,2011/11/07 23:40:27.744,Variant 1,1,Internet,General,Group 8,Resource11,task-45684,T05 Print and send confirmation of receipt,complete,Group 2
case-10218,T06 Determine necessity of stop advice-complete,Resource03,2011/11/07 23:40:42.920,Variant 1,1,Internet,General,Group 8,Resource11,task-45682,T06 Determine necessity of stop advice,complete,Group 1
case-10218,T10 Determine necessity to stop indication-complete,Resource03,2011/11/07 23:41:08.668,Variant 1,1,Internet,General,Group 8,Resource11,task-45685,T10 Determine necessity to stop indication,complete,Group 1
